route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color
511,4,"511","FRANOWO - KAMIONKI KLONOWA|KAMIONKI KLONOWA - FRANOWO","FRANOWO - Szwajcarska - Kurlandzka - Bobrzańska - Torowa - Pokrzywno - Pabianicka - Tarnowska - Krzywoustego - Jaryszki/Krzywoustego - Jaryszki/Składowa - Koninko/Składowa - Koninko/Telewizyjna - Koninko/Pisarska - Szczytniki/Wspólna - Szczytniki/Jeziorna - Koninko/Radiowa - Borówiec/Radiowa - Borówiec/Poznańska - Borówiec/Szkolna - Borówiec/Główna - Kamionki/Poznańska - Kamionki/Platanowa - KAMIONKI KLONOWA|KAMIONKI KLONOWA - Kamionki/Poznańska - Borówiec/Główna - Borówiec/Szkolna - Borówiec/Poznańska - Borówiec/Radiowa - Koninko/Radiowa - Szczytniki/Jeziorna - Szczytniki/Wspólna - Koninko/Pisarska - Koninko/Składowa - Jaryszki/Składowa - Krzywoustego - Tarnowska - Pabianicka - Pokrzywno - Torowa - Wiatraczna - Kurlandzka - Szwajcarska - FRANOWO",3,525252,FFFFFF
512,4,"512","FRANOWO - BORÓWIEC SZKOŁA|BORÓWIEC SZKOŁA - FRANOWO","FRANOWO - Kurlandzka - Bobrzańska - Torowa - Pokrzywno - Pabianicka - Tarnowska - Ostrowska - Jaryszki/Ostrowska - Żerniki/Żerniki - Koninko/Gutenberga - Koninko/Telewizyjna - Koninko/Pisarska - Szczytniki/Wspólna - Koninko/Pisarska - Koninko/Radiowa - Szczytniki/Jeziorna - Kamionki/Mostowa - Kamionki/Poznańska - Borówiec/Główna - Borówiec/Szkolna - BORÓWIEC SZKOŁA^D - Kurs do Borówiec/Dębowa^K - Kurs przez Kamionki/Szkoła^S - Kurs bez wjazdu do Szczytniki/Pętla^W - Kurs do Żerniki/Wieś^Z - Kurs przez Żerniki/Wieś|BORÓWIEC SZKOŁA - Borówiec/Główna - Kamionki/Poznańska - Kamionki/Mostowa - Szczytniki/Jeziorna - Koninko/Radiowa - Koninko/Pisarska - Szczytniki/Wspólna - Koninko/Pisarska - Koninko/Gutenberga - Żerniki/Żerniki - Jaryszki/Ostrowska - Ostrowska - Tarnowska - Pabianicka - Pokrzywno - Torowa - Wiatraczna - Kurlandzka - Szwajcarska - FRANOWO^K - Kurs przez Kamionki/Szkoła^S - Kurs bez wjazdu do Szczytniki/Pętla^Z - Kurs przez Żerniki/Wieś",3,525252,FFFFFF
527,4,"527","KAMIONKI PĘTLA - STAROŁĘKA|STAROŁĘKA - KAMIONKI PĘTLA","KAMIONKI PĘTLA - Kamionki/Poznańska - Daszewice/Poznańska - Daszewice/Leśna - Babki/Babki - Czapury/Gromadzka - Czapury/Poznańska - Wiórek/Poznańska - Wiórek/Podleśna - Wiórek/Poznańska - Czapury/Poznańska - Starołęcka - Głuszyna - Starołęcka - Książęca - STAROŁĘKA^A - kursuje przez Kamionki Szkoła^G - Kurs do Głuszyna/Kościół|STAROŁĘKA - Starołęcka - Czapury/Poznańska - Wiórek/Poznańska - Wiórek/Podleśna - Wiórek/Poznańska - Czapury/Poznańska - Czapury/Gromadzka - Babki/Babki - Daszewice/Leśna - Daszewice/Poznańska - Kamionki/Poznańska - KAMIONKI PĘTLA^D - Kurs do Daszewice/Pętla^K - W dni nauki szkolnej, kurs wydłużony do Kamionki/Szkoła",3,525252,FFFFFF
560,4,"560","RONDO RATAJE - ZANIEMYŚL KOŚCIÓŁ|ZANIEMYŚL KOŚCIÓŁ - RONDO RATAJE","RONDO RATAJE - Jana Pawła II - Krzywoustego - Koninko/Gutenberga - Magazynowa - Koninko/Magazynowa - Magazynowa - Gądki/Poznańska - Poznańska - Robakowo/Poznańska - Poznańska - Skrzynki/Poznańska - Poznańska - Kórnik/Poznańska - Kórnik/pl. Niepodległości - Kórnik/Zamkowa - Kórnik/Armii Krajowej - Kórnik/Śremska - Kórnik/Zwierzyniecka - Kórnik/Błażejewska - Błażejewo/Zaniemyska - Błażejewko/Zaniemyska - Błażejewko/Sportowa - Sportowa - Zaniemyska - Jeziory Wielkie/Sportowa - Kórnicka - Jeziory Wielkie/Kórnicka - Jeziory Małe/Kórnicka - Łękno/Kórnicka - Zaniemyśl/Poznańska - Zaniemyśl/Raczyńskiego - ZANIEMYŚL KOŚCIÓŁ^L - Kurs skrócony do przystanku: Łękno^M - Kurs przez Robakowo/Żernicka Magazyny^N - Kurs bez wjazdu na przystanek: Kórnik/Bnin Osiedle^P - Kurs przez: Kórnik, ulica Parkowa|ZANIEMYŚL KOŚCIÓŁ - Zaniemyśl/Poznańska - Łękno/Kórnicka - Jeziory Małe/Kórnicka - Jeziory Wielkie/Kórnicka - Kórnicka - Jeziory Wielkie/Sportowa - Zaniemyska - Sportowa - Błażejewko/Sportowa - Błażejewko/Zaniemyska - Błażejewo/Zaniemyska - Kórnik/Błażejewska - Kórnik/Śremska - Kórnik/Rynek - Kórnik/Armii Krajowej - Kórnik/Zamkowa - Kórnik/pl. Niepodległości - Kórnik/Poznańska - Zaułek - Poznańska - Skrzynki/Poznańska - Poznańska - Robakowo/Poznańska - Poznańska - Gądki/Poznańska - Poznańska - Krzywoustego - RONDO RATAJE^K - Kurs przez Koninko/Węzeł^M - Kurs przez Robakowo/Żernicka Magazyny^O - Kurs skrócony do przystanku: Kórnik Bnin Osiedle^P - Kurs przez: Kórnik, ulica Parkowa^W - Kurs przez Robakowo/Żernicka Magazyny i Koninko/Węzeł",3,525252,FFFFFF
561,4,"561","ZANIEMYŚL KOŚCIÓŁ - RONDO RATAJE","ZANIEMYŚL KOŚCIÓŁ - Zaniemyśl/Raczyńskiego - Zaniemyśl/Poznańska - Łękno/Kórnicka - Jeziory Małe/Kórnicka - Jeziory Wielkie/Kórnicka - Kórnicka - Jeziory Wielkie/Sportowa - Prusinowo - Prusinowo/Prusinowo - Prusinowo - Biernatki/Główna - Prusinowo - Biernatki/Główna - Kórnik/Biernacka - Kórnik/Armii Krajowej - Kórnik/Zamkowa - Kórnik/pl. Niepodległości - Kórnik/Poznańska - Zaułek - Poznańska - Skrzynki/Poznańska - Poznańska - Robakowo/Poznańska - Poznańska - Gądki/Poznańska - Poznańska - Krzywoustego - RONDO RATAJE",3,525252,FFFFFF
602,6,"602","DĘBIEC - ŁĘCZYCA DWORCOWA|ŁĘCZYCA DWORCOWA - DĘBIEC","DĘBIEC - 28 Czerwca 1956 r. - Luboń/Armii Poznań - Łęczyca/Poznańska - ŁĘCZYCA DWORCOWA^P - Kurs przez przystanek Luboń/Park Przemysłowy|ŁĘCZYCA DWORCOWA - Luboń/Armii Poznań - 28 Czerwca 1956 r. - DĘBIEC^P - Kurs przez przystanek Luboń/Park Przemysłowy^S - Kurs skrócony do przystanku Luboń/Szkoła nr 3",3,525252,FFFFFF
603,6,"603","GARBARY - ŁĘCZYCA DWORCOWA|ŁĘCZYCA DWORCOWA - GARBARY","GARBARY - Garbary - Droga Dębińska - Dolna Wilda - Czechosłowacka - Łozowa - 28 Czerwca 1956 r. - Luboń/Armii Poznań - Łęczyca/Poznańska - ŁĘCZYCA DWORCOWA|ŁĘCZYCA DWORCOWA - Luboń/Armii Poznań - 28 Czerwca 1956 r. - Łozowa - Czechosłowacka - Dolna Wilda - Piastowska - Droga Dębińska - Strzelecka - Kazimierza Wielkiego - Mostowa - Garbary - GARBARY^A - Kurs wykonywany tylko w dni nauki szkolnej ^B - Nie kursuje w okresie ferii letnich^C - Kursuje w dni nauki szkolnej^S - kurs wykonywany tylko w dni nauki szkolnej ",3,525252,FFFFFF
610,6,"610","DĘBIEC - GÓRCZYN|GÓRCZYN - DĘBIEC","DĘBIEC - 28 Czerwca 1956 r. - Luboń/Dębiecka - Luboń/Powstańców Wlkp. - Luboń/Streicha - Luboń/Dworcowa - Luboń/Fabryczna - Luboń/Wojska Polskiego - Luboń/Pleszewska - Luboń/Poniatowskiego - Kotowo - Modlibowskiej - Fabianowo - Głogowska - Zgoda - GÓRCZYN^W - Kurs przez przystanek Wołowska n/ż|GÓRCZYN - Głogowska - Lerczakówny - Kowalewicka - Kotowo - Luboń/Poniatowskiego - Luboń/Traugutta - Luboń/Wojska Polskiego - Luboń/Jana III Sobieskiego - Luboń/Fabryczna - Luboń/Dworcowa - Luboń/Streicha - Luboń/Żabikowska - Luboń/Dębiecka - Luboń/Armii Poznań - 28 Czerwca 1956 r. - DĘBIEC",3,525252,FFFFFF
611,6,"611","DĘBIEC - LUBOŃ ŻABIKOWO|LUBOŃ ŻABIKOWO - DĘBIEC","DĘBIEC - Opolska - Luboń/Żabikowska - Luboń/Kościuszki - Luboń/Poniatowskiego - LUBOŃ ŻABIKOWO^A - Kurs wydłużony do przystanku Sycowska/Centrum Handlowe^H - Kurs wydłużony do przystanku Sycowska/Centrum Handlowe tylko w niedziele handlowe|LUBOŃ ŻABIKOWO - Luboń/Kościuszki - Luboń/Żabikowska - Opolska - DĘBIEC",3,525252,FFFFFF
614,6,"614","GÓRCZYN - LUBOŃ KRĘTA|LUBOŃ KRĘTA - GÓRCZYN","GÓRCZYN - Zgoda - Czechosłowacka - Górecka - Jesionowa - Opolska - Luboń/Żabikowska - Luboń/Powstańców Wlkp. - Luboń/Streicha - Luboń/Cieszkowskiego - Luboń/Pułaskiego - Luboń/Wschodnia - Luboń/Jana III Sobieskiego - Luboń/Kwiatowa - Luboń/Kręta - LUBOŃ KRĘTA|LUBOŃ KRĘTA - Luboń/Kwiatowa - Luboń/Jana III Sobieskiego - Luboń/Wschodnia - Luboń/Jana Pawła II - Luboń/Pułaskiego - Luboń/Cieszkowskiego - Luboń/Streicha - Luboń/Żabikowska - Opolska - Jesionowa - Górecka - Czechosłowacka - Zgoda - GÓRCZYN",3,525252,FFFFFF
616,6,"616","GÓRCZYN - LUBOŃ ŻABIKOWO|LUBOŃ ŻABIKOWO - GÓRCZYN","GÓRCZYN - Głogowska - Lerczakówny - Kowalewicka - Kotowo - Luboń/Poniatowskiego - LUBOŃ ŻABIKOWO|LUBOŃ ŻABIKOWO - Kotowo - Modlibowskiej - Fabianowo - Głogowska - Zgoda - GÓRCZYN",3,525252,FFFFFF
651,6,"651","DĘBIEC - MOSINA DWORZEC KOLEJOWY|DĘBIEC - MOSINA DWORZEC KOLEJOWY|MOSINA DWORZEC KOLEJOWY - DĘBIEC|MOSINA DWORZEC KOLEJOWY - DĘBIEC","DĘBIEC - 28 Czerwca 1956 r. - Luboń/Armii Poznań - Łęczyca/Poznańska - Puszczykowo/Poznańska - Puszczykowo/Piaskowa - Puszczykowo/Kasprowicza - Puszczykowo/Dworcowa - Puszczykowo/Nadwarciańska - Puszczykowo/Kraszewskiego - Puszczykowo/Nadwarciańska - Mosina/Rzeczypospolitej Mosińskiej - Mosina/Mostowa - Mosina/Dworcowa - MOSINA DWORZEC KOLEJOWY^# - Kursuje w nocy z pt./sob. i sob./nd.^A - Kurs przez Luboń/Park Przemysłowy ^B - Kurs skrócony do przystanku Puszczykowo/Niwka Szpital, kurs przez przystanek Luboń/Park Przemysłowy^N - Kurs skrócony do przystanku Puszczykowo/Niwka Szpital^P - Kurs przez przystanek Luboń/Park Przemysłowy|DĘBIEC - 28 Czerwca 1956 r. - Luboń/Armii Poznań - Łęczyca/Poznańska - Puszczykowo/Poznańska - Puszczykowo/Piaskowa - Puszczykowo/Kasprowicza - Puszczykowo/Dworcowa - Puszczykowo/Nadwarciańska - Puszczykowo/Kraszewskiego - Mosina/Rzeczypospolitej Mosińskiej - Mosina/Mostowa - Mosina/Dworcowa - MOSINA DWORZEC KOLEJOWY^# - Kursuje w nocy z pt./sob. i sob./nd.^A - Kurs przez Luboń/Park Przemysłowy ^B - Kurs skrócony do przystanku Puszczykowo/Niwka Szpital, kurs przez przystanek Luboń/Park Przemysłowy^N - Kurs skrócony do przystanku Puszczykowo/Niwka Szpital^P - Kurs przez przystanek Luboń/Park Przemysłowy|MOSINA DWORZEC KOLEJOWY - Mosina/Mostowa - Mosina/Rzeczypospolitej Mosińskiej - Puszczykowo/Nadwarciańska - Puszczykowo/Kraszewskiego - Puszczykowo/Nadwarciańska - Puszczykowo/Dworcowa - Puszczykowo/Libelta - Puszczykowo/Piaskowa - Puszczykowo/Poznańska - Łęczyca/Poznańska - Luboń/Armii Poznań - 28 Czerwca 1956 r. - DĘBIEC^# - Kursuje w nocy z pt./sob. i sob./nd.^P - Kurs przez przystanek Luboń/Park Przemysłowy|MOSINA DWORZEC KOLEJOWY - Mosina/Dworcowa - Mosina/Mostowa - Mosina/Rzeczypospolitej Mosińskiej - Puszczykowo/Kraszewskiego - Puszczykowo/Nadwarciańska - Puszczykowo/Dworcowa - Puszczykowo/Libelta - Puszczykowo/Piaskowa - Puszczykowo/Poznańska - Łęczyca/Poznańska - Luboń/Armii Poznań - 28 Czerwca 1956 r. - DĘBIEC^# - Kursuje w nocy z pt./sob. i sob./nd.^P - Kurs przez przystanek Luboń/Park Przemysłowy",3,525252,FFFFFF
690,6,"690","LUBOŃ ŻABIKOWO - ŁĘCZYCA DWORCOWA|ŁĘCZYCA DWORCOWA - LUBOŃ ŻABIKOWO","LUBOŃ ŻABIKOWO - Luboń/Poniatowskiego - Luboń/Kościuszki - Luboń/Żabikowska - Luboń/Wschodnia - Luboń/Jana Pawła II - Luboń/Pułaskiego - Luboń/Streicha - Luboń/Dąbrowskiego - Luboń/3 Maja - Luboń/Armii Poznań - Łęczyca/Poznańska - ŁĘCZYCA DWORCOWA^P - Kurs przez przystanek Luboń/Park Przemysłowy|ŁĘCZYCA DWORCOWA - Luboń/Armii Poznań - Luboń/3 Maja - Luboń/Dąbrowskiego - Luboń/Kościelna - Luboń/Pułaskiego - Luboń/Wschodnia - Luboń/Żabikowska - Luboń/Kościuszki - Luboń/Poniatowskiego - LUBOŃ ŻABIKOWO^A - Kurs wydłużony do przystanku Sycowska/Centrum Handlowe^P - Kurs przez przystanek Luboń/Park Przemysłowy",3,525252,FFFFFF
701,7,"701","GÓRCZYN - KOMORNIKI JEZIORNA|KOMORNIKI JEZIORNA - GÓRCZYN","GÓRCZYN - Zgoda - Czechosłowacka - Górecka - Jesionowa - Opolska - Luboń/Żabikowska - Luboń/Jana III Sobieskiego - Luboń/Kręta - Wiry/Laskowska - Wiry/Łęczycka - Wiry/Komornicka - Komorniki/Komornicka - Komorniki/Poznańska - Komorniki/Zakładowa - KOMORNIKI JEZIORNA^K - Kurs wydłużony do przystanku Komorniki/Os. Kompozytorów|KOMORNIKI JEZIORNA - Komorniki/Poznańska - Komorniki/Nizinna - Komorniki/Komornicka - Wiry/Komornicka - Wiry/Łęczycka - Wiry/Laskowska - Luboń/Kręta - Luboń/Jana III Sobieskiego - Luboń/Żabikowska - Opolska - Jesionowa - Górecka - Czechosłowacka - Zgoda - GÓRCZYN",3,525252,FFFFFF
702,7,"702","KOMORNIKI OS. ZIELONE WZGÓRZE  - GÓRCZYN|GÓRCZYN - KOMORNIKI OS. ZIELONE WZGÓRZE ","KOMORNIKI OS. ZIELONE WZGÓRZE  - Komorniki/Sadowa - Komorniki/Młyńska - Komorniki/Zakładowa - Komorniki/Nizinna - Komorniki/Komornicka - Komorniki/Żabikowska - Luboń/Pleszewska - Luboń/Poniatowskiego - Kotowo - Modlibowskiej - Fabianowo - Głogowska - Zgoda - GÓRCZYN|GÓRCZYN - Głogowska - Lerczakówny - Kowalewicka - Kotowo - Luboń/Poniatowskiego - Luboń/Pleszewska - Komorniki/Żabikowska - Komorniki/Komornicka - Komorniki/Poznańska - Komorniki/Zakładowa - Komorniki/Młyńska - Komorniki/Sadowa - KOMORNIKI OS. ZIELONE WZGÓRZE ^W - Kurs przez przystanek Wołowska n/ż",3,525252,FFFFFF
703,7,"703","GÓRCZYN - KONARZEWO PĘTLA|GÓRCZYN - KONARZEWO PĘTLA|KONARZEWO PĘTLA - GÓRCZYN|KONARZEWO PĘTLA - GÓRCZYN","GÓRCZYN - Zgoda - Głogowska - Opłotki - Komorniki/Poznańska - Szreniawa/Poznańska - Rosnówko/Termalna - Rosnówko/Bukowa - Walerianowo/Bukowa - Rosnowo/Bukowa - Chomęcice/Poznańska - Konarzewo/Poznańska - KONARZEWO PĘTLA^A - Kurs przez Sycowska Centrum Handlowe ^B - nie kursuje przez Rosnówko Stawnego^C - kursuje przez Rosnówko Stawnego^D - przez Sycowska C.H,Szren.Stacja,Rosnówko^E - Rosnówko/Stawnego przez Sycowska C.H^F - Kurs przez przystanek Sycowska CH^H - Kurs przez przystanki Sycowska CH, Szreniawa/Stacja i Rosnówko/Stawnego^J - Kurs skrócony do przystanku Komorniki/Jeziorna^M - Kurs skrócony do przystanku Chomęcice/Środkowa^N - Kurs skrócony do przystanku Rosnówko/Stawnego^R - Kurs przez przystanek Rosnówko/Stawnego^T - kurs z wjazdem na przystanek: Szreniawa/Stacja ^U - Kurs przez przystanek Sycowska CH tylko w niedziele handlowe^Z - Kurs przez przystanki Sycowska CH i Rosnówko/Stawnego|GÓRCZYN - Zgoda - Głogowska - Komorniki/Poznańska - Szreniawa/Sadowa - Rosnowo/Sadowa - Chomęcice/Poznańska - Konarzewo/Poznańska - KONARZEWO PĘTLA^A - Kurs przez Sycowska Centrum Handlowe ^B - nie kursuje przez Rosnówko Stawnego^C - kursuje przez Rosnówko Stawnego^D - przez Sycowska C.H,Szren.Stacja,Rosnówko^E - Rosnówko/Stawnego przez Sycowska C.H^F - Kurs przez przystanek Sycowska CH^H - Kurs przez przystanki Sycowska CH, Szreniawa/Stacja i Rosnówko/Stawnego^J - Kurs skrócony do przystanku Komorniki/Jeziorna^M - Kurs skrócony do przystanku Chomęcice/Środkowa^N - Kurs skrócony do przystanku Rosnówko/Stawnego^R - Kurs przez przystanek Rosnówko/Stawnego^T - kurs z wjazdem na przystanek: Szreniawa/Stacja ^U - Kurs przez przystanek Sycowska CH tylko w niedziele handlowe^Z - Kurs przez przystanki Sycowska CH i Rosnówko/Stawnego|KONARZEWO PĘTLA - Chomęcice/Poznańska - Rosnowo/Sadowa - Walerianowo/Bukowa - Rosnówko/Bukowa - Rosnówko/Termalna - Szreniawa/Poznańska - Komorniki/Poznańska - Opłotki - Modlibowskiej - Kotowo - Głogowska - Zgoda - GÓRCZYN^A - Kurs przez Sycowska Centrum Handlowe ^B - nie kursuje przez Rosnówko Stawnego^C - kursuje przez Rosnówko Stawnego^D - Górczyn przez Rosnówko,Modlibowskiej^E - Kurs przez przystanek Sycowska CH^K - Kurs skrócony do przystanku Komorniki/Jeziorna^M - Kurs przez Modlibowskiej n/ż^P - Kurs przez przystanki Rosnówko/Stawnego i Szreniawa/Stacja^R - Kurs przez przystanek Rosnówko/Stawnego^T - Kurs przez przystanek Szreniawa/Stacja^U - Kurs przez przystanek Sycowska CH tylko w niedziele handlowe|KONARZEWO PĘTLA - Konarzewo/Poznańska - Chomęcice/Poznańska - Rosnowo/Sadowa - Szreniawa/Poznańska - Komorniki/Poznańska - Głogowska - Zgoda - GÓRCZYN^A - Kurs przez Sycowska Centrum Handlowe ^B - nie kursuje przez Rosnówko Stawnego^C - kursuje przez Rosnówko Stawnego^D - Górczyn przez Rosnówko,Modlibowskiej^E - Kurs przez przystanek Sycowska CH^K - Kurs skrócony do przystanku Komorniki/Jeziorna^M - Kurs przez Modlibowskiej n/ż^P - Kurs przez przystanki Rosnówko/Stawnego i Szreniawa/Stacja^R - Kurs przez przystanek Rosnówko/Stawnego^T - Kurs przez przystanek Szreniawa/Stacja^U - Kurs przez przystanek Sycowska CH tylko w niedziele handlowe",3,525252,FFFFFF
704,7,"704","GÓRCZYN - GŁUCHOWO STAWNA|GŁUCHOWO STAWNA - GÓRCZYN","GÓRCZYN - Głogowska - Konopackiej - Marii Lange  - Komorniki/Fabianowska - Komorniki/Wiśniowa - Komorniki/Ks. Wawrzyniaka - Komorniki/Kolumba - Głuchowo/Tęczowa  - Głuchowo/Komornicka - Głuchowo/Stawna - GŁUCHOWO STAWNA|GŁUCHOWO STAWNA - Głuchowo/Tęczowa  - Komorniki/Kolumba - Komorniki/Ks. Wawrzyniaka - Komorniki/Wiśniowa - Komorniki/Fabianowska - Marii Lange  - Opłotki - Konopackiej - Głogowska - Zgoda - GÓRCZYN",3,525252,FFFFFF
710,7,"710","GÓRCZYN - KOMORNIKI KOLUMBA|KOMORNIKI KOLUMBA - GÓRCZYN","GÓRCZYN - Głogowska - Konopackiej - Marii Lange  - Sycowska - Trzebińska - Plewiska/Fabianowska - Plewiska/Skryta - Plewiska/Grunwaldzka - Plewiska/Szkolna - Komorniki/Kolumba - KOMORNIKI KOLUMBA^E - Kurs przez przystanek Plewiska/Stacja Energetyczna^M - Kurs do przystanku Komorniki/Ks. Malinowskiego|KOMORNIKI KOLUMBA - Plewiska/Szkolna - Plewiska/Grunwaldzka - Plewiska/Skryta - Plewiska/Fabianowska - Trzebińska - Sycowska - Marii Lange  - Opłotki - Konopackiej - Głogowska - Zgoda - GÓRCZYN^E - Kurs przez przystanek Plewiska/Stacja Energetyczna",3,525252,FFFFFF
716,7,"716","JUNIKOWO - GŁUCHOWO STAWNA|GŁUCHOWO STAWNA - JUNIKOWO","JUNIKOWO - Grunwaldzka - Plewiska/Grunwaldzka - Plewiska/Szkolna - Komorniki/Ks. Malinowskiego - Komorniki/Polna - Głuchowo/Komornicka - Głuchowo/Stawna - GŁUCHOWO STAWNA^G - Kurs do przystanku Gołuski/Pętla^H - przez Głuchowo Stawna|GŁUCHOWO STAWNA - Głuchowo/Komornicka - Komorniki/Polna - Komorniki/Ks. Malinowskiego - Plewiska/Szkolna - Plewiska/Grunwaldzka - Grunwaldzka - JUNIKOWO",3,525252,FFFFFF
727,2,"727","PALĘDZIE DWORZEC KOLEJOWY - JUNIKOWO|JUNIKOWO - PALĘDZIE DWORZEC KOLEJOWY","PALĘDZIE DWORZEC KOLEJOWY - Palędzie/Kolejowa - Dąbrówka/Poznańska - Dąbrówka/Długa - Dąbrowa/Leśna - Skórzewo/Kozierowskiego - Skórzewo/Poznańska - Malwowa - Grunwaldzka - JUNIKOWO|JUNIKOWO - Malwowa - Poznańska - Skórzewo/Poznańska - Skórzewo/Kozierowskiego - Dąbrowa/Wiejska - Dąbrowa/Leśna - Dąbrówka/Długa - Dąbrówka/Poznańska - Dąbrówka/Jałowcowa - Palędzie/Kolejowa - PALĘDZIE DWORZEC KOLEJOWY",3,525252,FFFFFF
729,7,"729","DOPIEWO DWORZEC KOLEJOWY - OGRODY|OGRODY - DOPIEWO DWORZEC KOLEJOWY","DOPIEWO DWORZEC KOLEJOWY - Dopiewo/Leśna - Dopiewo/Poznańska - Dopiewiec/Poznańska - Dopiewiec/Szkolna - Palędzie/Pocztowa - Dąbrówka/Poznańska - Dąbrówka/Długa - Zakrzewo/Długa - Zakrzewo/Gajowa - Zakrzewo/Poznańska - Dąbrowa/Szkolna - Dąbrowa/Wiejska - Skórzewo/Kozierowskiego - Skórzewo/Poznańska - Złotowska - Bukowska - Szpitalna - OGRODY^# - Kursuje w nocy z pt./sob. i sob./nd.^A - kurs wykonywany tylko w noce z pt./sob. oraz sob./niedz.^L - Kurs skrócony do przystanku Ławica, skomunikowany z linią nocną nr 242^e - Nie kursuje w okresie ferii letnich|OGRODY - Bukowska - Złotowska - Poznańska - Skórzewo/Poznańska - Skórzewo/Kozierowskiego - Dąbrowa/Wiejska - Dąbrowa/Poznańska - Zakrzewo/Gajowa - Zakrzewo/Długa - Dąbrówka/Długa - Dąbrówka/Poznańska - Palędzie/Pocztowa - Dopiewiec/Szkolna - Dopiewiec/Poznańska - Dopiewo/Poznańska - Dopiewo/Leśna - DOPIEWO DWORZEC KOLEJOWY^# - Kursuje w nocy z pt./sob. i sob./nd.^D - Kurs wydłużony do przystanku Lisówki/DPS^H - Kurs wydłużony do Chomęcice/Środkowa^e - Nie kursuje w okresie ferii letnich",3,525252,FFFFFF
801,2,"801","BARANOWO OS. RUBINOWE - OGRODY|OGRODY - BARANOWO OS. RUBINOWE","BARANOWO OS. RUBINOWE - Baranowo/Ametystowa - Słupska - Sianowska - Dąbrowskiego - OGRODY|OGRODY - Szpitalna - Nowina - Dąbrowskiego - Sianowska - Słupska - Baranowo/Ametystowa - BARANOWO OS. RUBINOWE",3,525252,FFFFFF
802,10,"802","OGRODY - TARNOWO PDG CENTRUM|TARNOWO PDG CENTRUM - OGRODY","OGRODY - Nowina - Dąbrowskiego - Baranowo/Poznańska - Przeźmierowo/Poznańska - Przeźmierowo/Rynkowa - Przeźmierowo/Sosnowa - Przeźmierowo/Olszynowa - Batorowo/Batorego - Lusowo/Nowa - Lusowo/Poznańska - Sady/Lusowska - Sady/Poznańska - Tarnowo Pdg/Poznańska - TARNOWO PDG CENTRUM^G - Kurs wydłużony do przystanku Tarnowo Podgórne/Poznańska Szkoła^L - Kurs skrócony do przystanku Lusowo/Kościół|TARNOWO PDG CENTRUM - Sady/Poznańska - Sady/Lusowska - Lusowo/Poznańska - Lusowo/Nowa - Batorowo/Batorego - Przeźmierowo/Olszynowa - Przeźmierowo/Sosnowa - Przeźmierowo/Rynkowa - Przeźmierowo/Poznańska - Baranowo/Poznańska - Dąbrowskiego - Szpitalna - OGRODY",3,525252,FFFFFF
803,10,"803","JUNIKOWO - OGRODY|OGRODY - JUNIKOWO","JUNIKOWO - Grunwaldzka - Malwowa - Skórzewska - Wysogotowo/Wierzbowa - Przeźmierowo/Olszynowa - Przeźmierowo/Sosnowa - Przeźmierowo/Rynkowa - Przeźmierowo/Poznańska - Baranowo/Poznańska - Dąbrowskiego - Szpitalna - OGRODY^W - Kurs przez przystanek Wysogotowo/Batorowska|OGRODY - Nowina - Dąbrowskiego - Baranowo/Poznańska - Przeźmierowo/Poznańska - Przeźmierowo/Rynkowa - Przeźmierowo/Sosnowa - Przeźmierowo/Olszynowa - Wysogotowo/Wierzbowa - Malwowa - Grunwaldzka - JUNIKOWO^W - Kurs przez przystanek Wysogotowo/Batorowska",3,525252,FFFFFF
804,10,"804","OGRODY - SIEROSŁAW DZIAŁKI|SIEROSŁAW DZIAŁKI - OGRODY","OGRODY - Nowina - Dąbrowskiego - Baranowo/Poznańska - Przeźmierowo/Poznańska - Przeźmierowo/Rynkowa - Przeźmierowo/Sosnowa - Przeźmierowo/Olszynowa - Batorowo/Batorego - Lusowo/Zakrzewska - Zakrzewo/Poznańska - Sierosław/Bukowska - SIEROSŁAW DZIAŁKI^# - Możliwość przesiadki na autobus nr 811 w kier. Tarnowo Pdg./Centrum^D - Kurs przez przystanek Sierosław/Dworska^K - Kurs przez przystanek Lusowo/Kościół|SIEROSŁAW DZIAŁKI - Zakrzewo/Poznańska - Lusowo/Zakrzewska - Batorowo/Batorego - Przeźmierowo/Olszynowa - Przeźmierowo/Sosnowa - Przeźmierowo/Rynkowa - Przeźmierowo/Poznańska - Baranowo/Poznańska - Dąbrowskiego - Szpitalna - OGRODY^B - Kurs przez przystanki Sierosław/Dworska i Lusowo/Kościół^K - Kurs przez przystanek Lusowo/Kościół^L - Kurs skrócony do przystanku Lusowo/Kościół",3,525252,FFFFFF
